char,code_aozora,count_aozora,code_news,count_news,code_wikipedia,count_wikipedia
渡,6e21,39622.0,6e21,486.0,6e21,28877.0
映,6620,17678.0,6620,480.0,6620,75563.0
因,56e0,20420.0,56e0,479.0,56e0,13603.0
暴,66b4,14657.0,66b4,476.0,66b4,10746.0
城,57ce,35188.0,57ce,476.0,57ce,54756.0
継,7d99,6974.0,7d99,473.0,7d99,34155.0
究,7a76,26296.0,7a76,471.0,7a76,56708.0
導,5c0e,10521.0,5c0e,468.0,5c0e,31532.0
早,65e9,70658.0,65e9,468.0,65e9,20721.0
室,5ba4,52159.0,5ba4,467.0,5ba4,37414.0
離,96e2,37416.0,96e2,466.0,96e2,32578.0
佐,4f50,24684.0,4f50,465.0,4f50,45724.0
青,9752,63515.0,9752,464.0,9752,37386.0
犯,72af,14688.0,72af,463.0,72af,11172.0
属,5c5e,9130.0,5c5e,463.0,5c5e,58302.0
科,79d1,32238.0,79d1,462.0,79d1,75261.0
罪,7f6a,24371.0,7f6a,458.0,7f6a,12912.0
辞,8f9e,13512.0,8f9e,456.0,8f9e,14247.0
討,8a0e,10015.0,8a0e,455.0,8a0e,9236.0
必,5fc5,54879.0,5fc5,452.0,5fc5,27258.0
岩,5ca9,22210.0,5ca9,451.0,5ca9,28953.0
船,8239,50380.0,8239,450.0,8239,33755.0
育,80b2,21784.0,80b2,450.0,80b2,52463.0
論,8ad6,76455.0,8ad6,448.0,8ad6,42183.0
鮮,9bae,9967.0,9bae,445.0,9bae,11296.0
鹿,9e7f,25068.0,9e7f,443.0,9e7f,13913.0
越,8d8a,36324.0,8d8a,443.0,8d8a,21755.0
担,62c5,6022.0,62c5,441.0,62c5,36410.0
独,72ec,30296.0,72ec,439.0,72ec,31347.0
財,8ca1,10694.0,8ca1,439.0,8ca1,21591.0
族,65cf,27764.0,65cf,437.0,65cf,43411.0
真,771f,93991.0,771f,435.0,771f,54918.0
及,53ca,28296.0,53ca,435.0,53ca,30484.0
算,7b97,10216.0,7b97,433.0,7b97,18323.0
幕,5e55,14491.0,5e55,432.0,5e55,18153.0
返,8fd4,72422.0,8fd4,432.0,8fd4,15834.0
閣,95a3,8230.0,95a3,430.0,95a3,12143.0
偽,507d,6563.0,507d,430.0,507d,4399.0
価,4fa1,18213.0,4fa1,429.0,4fa1,24742.0
量,91cf,15988.0,91cf,428.0,91cf,30943.0
富,5bcc,23243.0,5bcc,427.0,5bcc,27608.0
券,5238,1521.0,5238,425.0,5238,9176.0
買,8cb7,32275.0,8cb7,425.0,8cb7,10424.0
休,4f11,19726.0,4f11,424.0,4f11,16931.0
足,8db3,108139.0,8db3,423.0,8db3,30057.0
隊,968a,21128.0,968a,422.0,968a,66666.0
覚,899a,54102.0,899a,421.0,899a,14115.0
呼,547c,57709.0,547c,421.0,547c,47862.0
歌,6b4c,51379.0,6b4c,420.0,6b4c,66725.0
愛,611b,70376.0,611b,420.0,611b,51018.0
玉,7389,26799.0,7389,419.0,7389,21651.0
修,4fee,14371.0,4fee,419.0,4fee,37912.0
非,975e,46532.0,975e,419.0,975e,23242.0
差,5dee,28012.0,5dee,418.0,5dee,24301.0
根,6839,54484.0,6839,417.0,6839,26203.0
延,5ef6,11600.0,5ef6,417.0,5ef6,18534.0
低,4f4e,19752.0,4f4e,416.0,4f4e,19874.0
縄,7e04,6546.0,7e04,416.0,7e04,10004.0
費,8cbb,11388.0,8cbb,413.0,8cbb,12900.0
良,826f,44328.0,826f,410.0,826f,38451.0
条,6761,20387.0,6761,409.0,6761,34954.0
韓,97d3,1491.0,97d3,408.0,97d3,13784.0
字,5b57,40685.0,5b57,406.0,5b57,41420.0
質,8cea,43600.0,8cea,402.0,8cea,29026.0
種,7a2e,52834.0,7a2e,402.0,7a2e,50825.0
令,4ee4,17944.0,4ee4,402.0,4ee4,28656.0
吉,5409,80151.0,5409,401.0,5409,41686.0
末,672b,27822.0,672b,401.0,672b,26936.0
河,6cb3,30563.0,6cb3,401.0,6cb3,36250.0
労,52b4,26117.0,52b4,401.0,52b4,16689.0
熱,71b1,32867.0,71b1,398.0,71b1,14875.0
超,8d85,6617.0,8d85,397.0,8d85,20016.0
衛,885b,48205.0,885b,395.0,885b,34873.0
輪,8f2a,16504.0,8f2a,394.0,8f2a,15600.0
美,7f8e,90091.0,7f8e,393.0,7f8e,81358.0
禁,7981,8433.0,7981,391.0,7981,10279.0
載,8f09,11051.0,8f09,390.0,8f09,36741.0
張,5f35,57804.0,5f35,390.0,5f35,27218.0
夫,592b,100209.0,592b,390.0,592b,36231.0
医,533b,25345.0,533b,388.0,533b,31764.0
光,5149,81022.0,5149,388.0,5149,53058.0
飛,98db,65711.0,98db,386.0,98db,27567.0
否,5426,15848.0,5426,385.0,5426,8502.0
助,52a9,72307.0,52a9,384.0,52a9,31385.0
夜,591c,119156.0,591c,384.0,591c,26340.0
完,5b8c,15977.0,5b8c,383.0,5b8c,32794.0
宇,5b87,11635.0,5b87,381.0,5b87,26281.0
白,767d,127102.0,767d,379.0,767d,42532.0
就,5c31,15236.0,5c31,379.0,5c31,23738.0
夏,590f,23151.0,590f,378.0,590f,20394.0
五,4e94,165906.0,4e94,377.0,4e94,29792.0
争,4e89,26135.0,4e89,377.0,4e89,32566.0
聴,8074,17380.0,8074,375.0,8074,8834.0
況,6cc1,3629.0,6cc1,375.0,6cc1,13745.0
望,671b,40885.0,671b,375.0,671b,18223.0
比,6bd4,25210.0,6bd4,375.0,6bd4,25023.0
司,53f8,10160.0,53f8,374.0,53f8,35091.0
刑,5211,12678.0,5211,373.0,5211,17176.0
師,5e2b,51721.0,5e2b,372.0,5e2b,43877.0
巨,5de8,8518.0,5de8,372.0,5de8,12051.0
働,50cd,32305.0,50cd,370.0,50cd,19820.0
兵,5175,66958.0,5175,370.0,5175,45410.0
個,500b,22001.0,500b,367.0,500b,25580.0
系,7cfb,7419.0,7cfb,367.0,7cfb,60780.0
騎,9a0e,5111.0,9a0e,366.0,9a0e,11440.0
額,984d,13858.0,984d,365.0,984d,10226.0
障,969c,13358.0,969c,363.0,969c,13185.0
湾,6e7e,2717.0,6e7e,363.0,6e7e,13507.0
療,7642,5126.0,7642,363.0,7642,18221.0
展,5c55,12712.0,5c55,363.0,5c55,30916.0
鳥,9ce5,31326.0,9ce5,361.0,9ce5,17834.0
割,5272,17801.0,5272,360.0,5272,20482.0
許,8a31,30552.0,8a31,359.0,8a31,14188.0
値,5024,15593.0,5024,358.0,5024,13162.0
為,70ba,35087.0,70ba,357.0,70ba,16105.0
秒,79d2,2123.0,79d2,357.0,79d2,10169.0
廃,5ec3,6098.0,5ec3,357.0,5ec3,28479.0
札,672d,8684.0,672d,355.0,672d,11722.0
健,5065,14154.0,5065,355.0,5065,20255.0
庫,5eab,8201.0,5eab,355.0,5eab,33375.0
緊,7dca,5722.0,7dca,354.0,7dca,4470.0
皇,7687,17922.0,7687,351.0,7687,26023.0
階,968e,40055.0,968e,349.0,968e,24055.0
母,6bcd,100600.0,6bcd,346.0,6bcd,32338.0
埼,57fc,434.0,57fc,346.0,57fc,8748.0
救,6551,12588.0,6551,345.0,6551,13398.0
採,63a1,6592.0,63a1,343.0,63a1,18768.0
臣,81e3,15465.0,81e3,343.0,81e3,18111.0
針,91dd,9834.0,91dd,340.0,91dd,6164.0
企,4f01,5454.0,4f01,340.0,4f01,30842.0
致,81f4,23227.0,81f4,338.0,81f4,6355.0
携,643a,3086.0,643a,338.0,643a,11813.0
辺,8fba,27155.0,8fba,337.0,8fba,25577.0
林,6797,30874.0,6797,337.0,6797,29965.0
倒,5012,22456.0,5012,337.0,5012,14221.0
浦,6d66,9474.0,6d66,337.0,6d66,18849.0
想,60f3,70860.0,60f3,335.0,60f3,25409.0
江,6c5f,40014.0,6c5f,333.0,6c5f,40767.0
賀,8cc0,11270.0,8cc0,333.0,8cc0,23475.0
便,4fbf,17157.0,4fbf,330.0,4fbf,20516.0
避,907f,10013.0,907f,330.0,907f,10302.0
森,68ee,20056.0,68ee,330.0,68ee,34318.0
甲,7532,21492.0,7532,328.0,7532,17514.0
覇,8987,1041.0,8987,328.0,8987,6847.0
材,6750,10970.0,6750,328.0,6750,18725.0
博,535a,29298.0,535a,327.0,535a,30568.0
訃,8a03,202.0,8a03,326.0,8a03,537.0
契,5951,2820.0,5951,325.0,5951,16390.0
伊,4f0a,26477.0,4f0a,324.0,4f0a,33421.0
存,5b58,49653.0,5b58,323.0,5b58,49918.0
惑,60d1,14714.0,60d1,323.0,60d1,10175.0
脱,8131,14956.0,8131,322.0,8131,13501.0
談,8ac7,32229.0,8ac7,322.0,8ac7,19024.0
厚,539a,9281.0,539a,322.0,539a,8968.0
満,6e80,30169.0,6e80,321.0,6e80,20691.0
週,9031,8353.0,9031,320.0,9031,20619.0
私,79c1,395872.0,79c1,319.0,79c1,17900.0
振,632f,42410.0,632f,319.0,632f,19368.0
赤,8d64,48850.0,8d64,318.0,8d64,25216.0
介,4ecb,25785.0,4ecb,317.0,4ecb,30604.0
梅,6885,14800.0,6885,316.0,6885,7521.0
摘,6458,4200.0,6458,315.0,6458,6399.0
八,516b,117850.0,516b,314.0,516b,31711.0
推,63a8,13271.0,63a8,313.0,63a8,19889.0
症,75c7,2724.0,75c7,313.0,75c7,12591.0
圧,5727,10074.0,5727,312.0,5727,14848.0
待,5f85,61800.0,5f85,312.0,5f85,13329.0
四,56db,139132.0,56db,310.0,56db,35704.0
久,4e45,33066.0,4e45,310.0,4e45,35532.0
杯,676f,15792.0,676f,309.0,676f,6192.0
諸,8af8,32034.0,8af8,309.0,8af8,16197.0
徒,5f92,16945.0,5f92,309.0,5f92,18847.0
十,5341,289350.0,5341,308.0,5341,37851.0
授,6388,9484.0,6388,307.0,6388,28921.0
音,97f3,89751.0,97f3,305.0,97f3,71529.0
評,8a55,24914.0,8a55,305.0,8a55,28920.0
深,6df1,59347.0,6df1,305.0,6df1,20828.0
旧,65e7,10984.0,65e7,305.0,65e7,34708.0
輸,8f38,3278.0,8f38,304.0,8f38,15550.0
承,627f,17810.0,627f,303.0,627f,13730.0
憲,61b2,4351.0,61b2,303.0,61b2,10538.0
肉,8089,29283.0,8089,302.0,8089,9636.0
境,5883,20298.0,5883,302.0,5883,24406.0
雪,96ea,43911.0,96ea,302.0,96ea,10597.0
倍,500d,7010.0,500d,301.0,500d,7866.0
副,526f,2540.0,526f,299.0,526f,14165.0
撲,64b2,3329.0,64b2,295.0,64b2,3784.0
従,5f93,32733.0,5f93,294.0,5f93,24548.0
温,6e29,17399.0,6e29,294.0,6e29,17177.0
器,5668,25026.0,5668,292.0,5668,34362.0
昇,6607,5660.0,6607,291.0,6607,15093.0
然,7136,145535.0,7136,291.0,7136,20715.0
損,640d,7834.0,640d,291.0,640d,7593.0
宣,5ba3,8280.0,5ba3,290.0,5ba3,13226.0
酒,9152,44507.0,9152,290.0,9152,12026.0
泉,6cc9,14277.0,6cc9,290.0,6cc9,23848.0
異,7570,33502.0,7570,288.0,7570,33831.0
訪,8a2a,20193.0,8a2a,288.0,8a2a,13287.0
昨,6628,25977.0,6628,288.0,6628,1005.0
香,9999,18248.0,9999,288.0,9999,24831.0
謝,8b1d,8595.0,8b1d,287.0,8b1d,5277.0
清,6e05,31823.0,6e05,286.0,6e05,27039.0
抗,6297,9227.0,6297,286.0,6297,14022.0
払,6255,18064.0,6255,284.0,6255,7213.0
称,79f0,13260.0,79f0,284.0,79f0,56551.0
宙,5b99,6848.0,5b99,283.0,5b99,14357.0
課,8ab2,6758.0,8ab2,282.0,8ab2,20944.0
遅,9045,9942.0,9045,282.0,9045,6531.0
戒,6212,6137.0,6212,282.0,6212,4216.0
静,9759,34853.0,9759,281.0,9759,16543.0
募,52df,1801.0,52df,281.0,52df,6603.0
春,6625,39786.0,6625,281.0,6625,31754.0
類,985e,37006.0,985e,279.0,985e,36800.0
籍,7c4d,4064.0,7c4d,279.0,7c4d,24427.0
締,7de0,8250.0,7de0,279.0,7de0,13401.0
悪,60aa,80620.0,60aa,278.0,60aa,23086.0
岸,5cb8,26122.0,5cb8,278.0,5cb8,17602.0
軽,8efd,25719.0,8efd,278.0,8efd,11603.0
効,52b9,8129.0,52b9,277.0,52b9,18565.0
拠,62e0,13400.0,62e0,276.0,62e0,15047.0
給,7d66,22827.0,7d66,275.0,7d66,15717.0
射,5c04,14201.0,5c04,275.0,5c04,17999.0
薬,85ac,16930.0,85ac,274.0,85ac,19454.0
夕,5915,31482.0,5915,274.0,5915,6352.0
段,6bb5,38941.0,6bb5,273.0,6bb5,20995.0
油,6cb9,13442.0,6cb9,273.0,6cb9,8115.0
編,7de8,9674.0,7de8,273.0,7de8,104520.0
崩,5d29,8336.0,5d29,272.0,5d29,6724.0
専,5c02,9945.0,5c02,271.0,5c02,33174.0
麻,9ebb,9027.0,9ebb,271.0,9ebb,14728.0
抜,629c,29121.0,629c,271.0,629c,15268.0
躍,8e8d,7847.0,8e8d,270.0,8e8d,11953.0
花,82b1,73338.0,82b1,269.0,82b1,35268.0
閉,9589,14432.0,9589,269.0,9589,13138.0
婚,5a5a,20815.0,5a5a,268.0,5a5a,21134.0
剤,5264,1778.0,5264,267.0,5264,5749.0
季,5b63,6917.0,5b63,267.0,5b63,9538.0
索,7d22,5336.0,7d22,265.0,7d22,6735.0
掲,63b2,3682.0,63b2,265.0,63b2,12887.0
壊,58ca,7136.0,58ca,264.0,58ca,15198.0
座,5ea7,51140.0,5ea7,263.0,5ea7,33053.0
遣,9063,16421.0,9063,261.0,9063,7750.0
替,66ff,6772.0,66ff,261.0,66ff,18921.0
整,6574,7736.0,6574,261.0,6574,19904.0
紀,7d00,15430.0,7d00,260.0,7d00,41739.0
若,82e5,79130.0,82e5,259.0,82e5,21987.0
責,8cac,12344.0,8cac,257.0,8cac,7484.0
陽,967d,22019.0,967d,256.0,967d,21929.0
羽,7fbd,24559.0,7fbd,256.0,7fbd,16139.0
塁,5841,638.0,5841,256.0,5841,10468.0
棄,68c4,7919.0,68c4,255.0,68c4,5192.0
撤,64a4,687.0,64a4,254.0,64a4,7075.0
適,9069,11995.0,9069,254.0,9069,13012.0
険,967a,12625.0,967a,253.0,967a,14717.0
図,56f3,26358.0,56f3,253.0,56f3,34415.0
盗,76d7,11659.0,76d7,253.0,76d7,7149.0
潟,6f5f,1260.0,6f5f,253.0,6f5f,9674.0
旅,65c5,34080.0,65c5,253.0,65c5,23803.0
喜,559c,31114.0,559c,252.0,559c,12892.0
順,9806,13194.0,9806,252.0,9806,15693.0
散,6563,26886.0,6563,252.0,6563,14057.0
標,6a19,9053.0,6a19,251.0,6a19,19605.0
農,8fb2,15628.0,8fb2,251.0,8fb2,21140.0
税,7a0e,5475.0,7a0e,250.0,7a0e,9528.0
級,7d1a,13857.0,7d1a,249.0,7d1a,36572.0
訳,8a33,25530.0,8a33,249.0,8a33,22224.0
弁,5f01,21214.0,5f01,248.0,5f01,12680.0
父,7236,97018.0,7236,248.0,7236,35404.0
留,7559,24530.0,7559,247.0,7559,21055.0
守,5b88,37672.0,5b88,246.0,5b88,27562.0
尾,5c3e,25043.0,5c3e,246.0,5c3e,27288.0
衝,885d,7717.0,885d,245.0,885d,5835.0
識,8b58,42105.0,8b58,244.0,8b58,16190.0
寄,5bc4,49183.0,5bc4,243.0,5bc4,18072.0
織,7e54,18510.0,7e54,242.0,7e54,22773.0
並,4e26,29132.0,4e26,240.0,4e26,13334.0
池,6c60,14925.0,6c60,240.0,6c60,20463.0
拡,62e1,6344.0,62e1,239.0,62e1,12301.0
攻,653b,7544.0,653b,239.0,653b,36076.0
興,8208,28724.0,8208,239.0,8208,23855.0
欧,6b27,4980.0,6b27,239.0,6b27,8539.0
巡,5de1,9324.0,5de1,239.0,5de1,10479.0
逃,9003,34166.0,9003,238.0,9003,10733.0
牧,7267,8023.0,7267,238.0,7267,9774.0
芸,82b8,38596.0,82b8,236.0,82b8,29122.0
伴,4f34,13439.0,4f34,234.0,4f34,19179.0
砂,7802,13513.0,7802,234.0,7802,9239.0
績,7e3e,3504.0,7e3e,233.0,7e3e,22763.0
歴,6b74,24067.0,6b74,232.0,6b74,70062.0
猛,731b,7181.0,731b,232.0,731b,2630.0
何,4f55,404076.0,4f55,232.0,4f55,19256.0
銃,9283,6176.0,9283,232.0,9283,10391.0
弾,5f3e,12670.0,5f3e,230.0,5f3e,20743.0
絡,7d61,4783.0,7d61,230.0,7d61,6533.0
里,91cc,27611.0,91cc,230.0,91cc,23893.0
熊,718a,10043.0,718a,229.0,718a,13755.0
具,5177,28955.0,5177,227.0,5177,13947.0
複,8907,6086.0,8907,225.0,8907,17818.0
飲,98f2,28255.0,98f2,225.0,98f2,6717.0
巻,5dfb,26734.0,5dfb,224.0,5dfb,38258.0
乱,4e71,22018.0,4e71,224.0,4e71,15365.0
単,5358,27721.0,5358,223.0,5358,29242.0
届,5c4a,9559.0,5c4a,222.0,5c4a,4676.0
環,74b0,6176.0,74b0,222.0,74b0,21636.0
激,6fc0,17325.0,6fc0,222.0,6fc0,12835.0
融,878d,3166.0,878d,221.0,878d,7568.0
誤,8aa4,12019.0,8aa4,221.0,8aa4,5641.0
功,529f,12399.0,529f,221.0,529f,17365.0
勤,52e4,13028.0,52e4,220.0,52e4,10854.0
焼,713c,21687.0,713c,219.0,713c,10169.0
積,7a4d,20206.0,7a4d,218.0,7a4d,19650.0
徳,5fb3,29731.0,5fb3,217.0,5fb3,25428.0
雄,96c4,20096.0,96c4,217.0,96c4,26440.0
混,6df7,12081.0,6df7,216.0,6df7,9379.0
幌,5e4c,1308.0,5e4c,216.0,5e4c,7339.0
毒,6bd2,22035.0,6bd2,215.0,6bd2,5437.0
仕,4ed5,87360.0,4ed5,211.0,4ed5,27741.0
牛,725b,16669.0,725b,211.0,725b,6473.0
黒,9ed2,53230.0,9ed2,210.0,9ed2,30191.0
答,7b54,38268.0,7b54,210.0,7b54,7170.0
危,5371,19009.0,5371,209.0,5371,10325.0
換,63db,10251.0,63db,209.0,63db,18596.0
雇,96c7,3923.0,96c7,209.0,96c7,4912.0
併,4f75,11418.0,4f75,208.0,4f75,21452.0
寺,5bfa,37006.0,5bfa,207.0,5bfa,45653.0
血,8840,33909.0,8840,205.0,8840,17243.0
則,5247,11110.0,5247,205.0,5247,13165.0
板,677f,22633.0,677f,205.0,677f,18600.0
釈,91c8,11138.0,91c8,204.0,91c8,15410.0
創,5275,10659.0,5275,204.0,5275,28769.0
邦,90a6,3883.0,90a6,204.0,90a6,15326.0
賛,8cdb,4535.0,8cdb,204.0,8cdb,5779.0
草,8349,59140.0,8349,204.0,8349,16152.0
将,5c06,31505.0,5c06,204.0,5c06,30595.0
刺,523a,14952.0,523a,203.0,523a,6544.0
居,5c45,172587.0,5c45,203.0,5c45,20937.0
郵,90f5,3235.0,90f5,202.0,90f5,10255.0
龍,9f8d,7975.0,9f8d,201.0,9f8d,13248.0
厳,53b3,14108.0,53b3,201.0,53b3,7283.0
華,83ef,12258.0,83ef,201.0,83ef,17832.0
味,5473,110835.0,5473,200.0,5473,33036.0
迎,8fce,15338.0,8fce,200.0,8fce,10271.0
般,822c,15715.0,822c,198.0,822c,24035.0
到,5230,15636.0,5230,196.0,5230,7112.0
墜,589c,1764.0,589c,196.0,589c,2374.0
習,7fd2,20187.0,7fd2,196.0,7fd2,19390.0
触,89e6,14891.0,89e6,195.0,89e6,8082.0
姿,59ff,55307.0,59ff,194.0,59ff,15875.0
恐,6050,52625.0,6050,194.0,6050,8021.0
康,5eb7,11045.0,5eb7,194.0,5eb7,15687.0
著,8457,17213.0,8457,193.0,8457,38320.0
服,670d,33031.0,670d,193.0,670d,15094.0
曲,66f2,31894.0,66f2,193.0,66f2,118000.0
押,62bc,35756.0,62bc,193.0,62bc,8615.0
写,5199,22246.0,5199,192.0,5199,21407.0
還,9084,4753.0,9084,192.0,9084,7502.0
奪,596a,9326.0,596a,192.0,596a,11053.0
項,9805,2663.0,9805,190.0,9805,50498.0
却,5374,12331.0,5374,189.0,5374,6137.0
臨,81e8,6473.0,81e8,189.0,81e8,10170.0
百,767e,66480.0,767e,188.0,767e,18137.0
舎,820e,16877.0,820e,188.0,820e,17343.0
探,63a2,29690.0,63a2,188.0,63a2,14768.0
秀,79c0,19469.0,79c0,187.0,79c0,21736.0
覧,89a7,9961.0,89a7,186.0,89a7,39674.0
欠,6b20,11513.0,6b20,186.0,6b20,8110.0
絶,7d76,37777.0,7d76,186.0,7d76,15159.0
戻,623b,22234.0,623b,186.0,623b,14575.0
翌,7fcc,14510.0,7fcc,186.0,7fcc,17992.0
批,6279,12906.0,6279,185.0,6279,10192.0
坂,5742,18725.0,5742,185.0,5742,24546.0
既,65e2,14705.0,65e2,184.0,65e2,8195.0
幸,5e78,39697.0,5e78,184.0,5e78,18830.0
志,5fd7,27132.0,5fd7,184.0,5fd7,27576.0
弱,5f31,23453.0,5f31,184.0,5f31,7791.0
繰,7e70,11651.0,7e70,183.0,7e70,7353.0
渉,6e09,5113.0,6e09,183.0,6e09,5797.0
侵,4fb5,3181.0,4fb5,182.0,4fb5,8093.0
執,57f7,12049.0,57f7,182.0,57f7,13270.0
像,50cf,28944.0,50cf,181.0,50cf,26906.0
跡,8de1,18038.0,8de1,181.0,8de1,20448.0
希,5e0c,9784.0,5e0c,181.0,5e0c,11136.0
削,524a,2873.0,524a,180.0,524a,5374.0
豪,8c6a,8221.0,8c6a,179.0,8c6a,7158.0
練,7df4,9952.0,7df4,179.0,7df4,13066.0
妻,59bb,36835.0,59bb,179.0,59bb,18258.0
核,6838,2048.0,6838,178.0,6838,7438.0
逆,9006,13634.0,9006,178.0,9006,11652.0
革,9769,10422.0,9769,178.0,9769,20680.0
細,7d30,45358.0,7d30,177.0,7d30,24558.0
途,9014,27694.0,9014,177.0,9014,13438.0
極,6975,38134.0,6975,176.0,6975,19681.0
幅,5e45,5734.0,5e45,176.0,5e45,12077.0
左,5de6,54777.0,5de6,176.0,5de6,20631.0
我,6211,77375.0,6211,175.0,6211,8914.0
償,511f,2215.0,511f,175.0,511f,4458.0
闘,95d8,10229.0,95d8,174.0,95d8,26742.0
束,675f,20119.0,675f,174.0,675f,7754.0
益,76ca,12804.0,76ca,174.0,76ca,8242.0
兆,5146,1834.0,5146,174.0,5146,1884.0
永,6c38,22327.0,6c38,174.0,6c38,23206.0
岐,5c90,3578.0,5c90,174.0,5c90,12419.0
歩,6b69,87775.0,6b69,173.0,6b69,23120.0
豊,8c4a,12089.0,8c4a,173.0,8c4a,23103.0
宿,5bbf,34750.0,5bbf,172.0,5bbf,17529.0
駐,99d0,1363.0,99d0,172.0,99d0,10254.0
俳,4ff3,10591.0,4ff3,172.0,4ff3,10556.0
購,8cfc,1346.0,8cfc,172.0,8cfc,6407.0
齢,9f62,4513.0,9f62,172.0,9f62,7132.0
患,60a3,6467.0,60a3,172.0,60a3,6668.0
祭,796d,13171.0,796d,170.0,796d,21269.0
短,77ed,17502.0,77ed,170.0,77ed,21437.0
噴,5674,3889.0,5674,170.0,5674,2628.0
印,5370,19823.0,5370,169.0,5370,13510.0
烈,70c8,10892.0,70c8,168.0,70c8,2778.0
舞,821e,33573.0,821e,168.0,821e,24696.0
免,514d,10084.0,514d,168.0,514d,8369.0
丸,4e38,28158.0,4e38,168.0,4e38,21441.0
掛,639b,39719.0,639b,167.0,639b,13220.0
倉,5009,18597.0,5009,167.0,5009,23316.0
沿,6cbf,5489.0,6cbf,167.0,6cbf,17460.0
囲,56f2,20795.0,56f2,166.0,56f2,17520.0
養,990a,21545.0,990a,164.0,990a,18464.0
彦,5f66,8993.0,5f66,164.0,5f66,17033.0
招,62db,8722.0,62db,164.0,62db,7445.0
布,5e03,20132.0,5e03,164.0,5e03,16417.0
瀬,702c,12257.0,702c,163.0,702c,19933.0
譲,8b72,4588.0,8b72,162.0,8b72,8256.0
阜,961c,726.0,961c,161.0,961c,6700.0
緯,7def,918.0,7def,161.0,7def,5329.0
燃,71c3,12422.0,71c3,160.0,71c3,7911.0
君,541b,140266.0,541b,160.0,541b,11797.0
茨,8328,988.0,8328,159.0,8328,5491.0
息,606f,41794.0,606f,159.0,606f,15613.0
刻,523b,30318.0,523b,158.0,523b,8825.0
善,5584,22173.0,5584,158.0,5584,12344.0
搬,642c,994.0,642c,158.0,642c,2285.0
旬,65ec,2223.0,65ec,157.0,65ec,4750.0
迷,8ff7,17111.0,8ff7,157.0,8ff7,4759.0
好,597d,79199.0,597d,157.0,597d,29897.0
群,7fa4,17748.0,7fa4,157.0,7fa4,19280.0
築,7bc9,10085.0,7bc9,157.0,7bc9,22446.0
密,5bc6,23535.0,5bc6,156.0,5bc6,16349.0
駒,99d2,8757.0,99d2,156.0,99d2,5603.0
舗,8217,1135.0,8217,155.0,8217,8599.0
苦,82e6,65362.0,82e6,155.0,82e6,9029.0
塚,585a,6474.0,585a,155.0,585a,17478.0
訟,8a1f,985.0,8a1f,154.0,8a1f,2501.0
維,7dad,4829.0,7dad,154.0,7dad,8875.0
劇,5287,24244.0,5287,153.0,5287,38454.0
漢,6f22,10765.0,6f22,153.0,6f22,8836.0
頼,983c,36104.0,983c,153.0,983c,14618.0
竹,7af9,21199.0,7af9,152.0,7af9,17941.0
勧,52e7,4618.0,52e7,152.0,52e7,3798.0
稲,7a32,6759.0,7a32,151.0,7a32,10507.0
仙,4ed9,11479.0,4ed9,151.0,4ed9,10861.0
踏,8e0f,19943.0,8e0f,149.0,8e0f,5726.0
堂,5802,26311.0,5802,149.0,5802,25502.0
盛,76db,21825.0,76db,149.0,76db,12828.0
肺,80ba,2547.0,80ba,149.0,80ba,1708.0
植,690d,14807.0,690d,148.0,690d,18454.0
余,4f59,53537.0,4f59,147.0,4f59,8909.0
讀,8b80,5540.0,8b80,147.0,8b80,216.0
賣,8ce3,3549.0,8ce3,147.0,8ce3,185.0
律,5f8b,10573.0,5f8b,146.0,5f8b,11056.0
竜,7adc,9599.0,7adc,146.0,7adc,12437.0
拝,62dd,11313.0,62dd,145.0,62dd,4351.0
迫,8feb,13935.0,8feb,145.0,8feb,6116.0
素,7d20,36801.0,7d20,145.0,7d20,27462.0
精,7cbe,36280.0,7cbe,145.0,7cbe,18609.0
撮,64ae,3438.0,64ae,145.0,64ae,16507.0
右,53f3,54040.0,53f3,144.0,53f3,20790.0
漫,6f2b,3576.0,6f2b,143.0,6f2b,15646.0
誕,8a95,2164.0,8a95,141.0,8a95,10606.0
均,5747,3441.0,5747,141.0,5747,8450.0
靖,9756,378.0,9756,141.0,9756,2502.0
債,50b5,1218.0,50b5,140.0,50b5,4113.0
街,8857,19975.0,8857,140.0,8857,21561.0
択,629e,2534.0,629e,139.0,629e,8007.0
誘,8a98,10654.0,8a98,139.0,8a98,8216.0
普,666e,17753.0,666e,139.0,666e,15808.0
扱,6271,9664.0,6271,138.0,6271,14674.0
固,56fa,18571.0,56fa,138.0,56fa,10582.0
隆,9686,5266.0,9686,138.0,9686,12243.0
願,9858,25444.0,9858,138.0,9858,9367.0
裏,88cf,30623.0,88cf,138.0,88cf,11577.0
滞,6ede,3394.0,6ede,137.0,6ede,3779.0
背,80cc,35867.0,80cc,137.0,80cc,14604.0
卒,5352,9041.0,5352,137.0,5352,24204.0
阿,963f,14939.0,963f,137.0,963f,13113.0
棟,68df,3053.0,68df,137.0,68df,4749.0
炎,708e,4810.0,708e,137.0,708e,8088.0
脳,8133,6826.0,8133,136.0,8133,6781.0
占,5360,8587.0,5360,136.0,5360,11031.0
曜,66dc,12092.0,66dc,135.0,66dc,33261.0
範,7bc4,9859.0,7bc4,135.0,7bc4,9817.0
臓,81d3,6324.0,81d3,135.0,81d3,3234.0
懲,61f2,2016.0,61f2,135.0,61f2,1645.0
骨,9aa8,23666.0,9aa8,135.0,9aa8,9341.0
