char,code_aozora,count_aozora,code_news,count_news,code_wikipedia,count_wikipedia
錦,9326,3077.0,9326,38.0,9326,2748.0
穂,7a42,4526.0,7a42,38.0,7a42,7111.0
斜,659c,6858.0,659c,38.0,659c,3582.0
滝,6edd,5911.0,6edd,38.0,6edd,6101.0
焦,7126,6562.0,7126,38.0,7126,1630.0
仰,4ef0,29918.0,4ef0,37.0,4ef0,4123.0
娠,5a20,922.0,5a20,37.0,5a20,1594.0
亭,4ead,11519.0,4ead,37.0,4ead,4070.0
隻,96bb,1621.0,96bb,37.0,96bb,4448.0
桂,6842,3268.0,6842,37.0,6842,3947.0
梗,6897,1352.0,6897,37.0,6897,681.0
狭,72ed,9609.0,72ed,37.0,72ed,5117.0
蹄,8e44,1203.0,8e44,37.0,8e44,485.0
洲,6d32,6140.0,6d32,37.0,6d32,4457.0
毅,6bc5,946.0,6bc5,37.0,6bc5,1667.0
綻,7dbb,887.0,7dbb,37.0,7dbb,846.0
詩,8a69,29922.0,8a69,37.0,8a69,11130.0
粒,7c92,4585.0,7c92,37.0,7c92,2837.0
敵,6575,27408.0,6575,36.0,6575,15759.0
僕,50d5,105554.0,50d5,36.0,50d5,4901.0
肝,809d,4329.0,809d,36.0,809d,1570.0
塩,5869,7974.0,5869,36.0,5869,9910.0
符,7b26,3966.0,7b26,36.0,7b26,2633.0
轄,8f44,434.0,8f44,36.0,8f44,5809.0
幡,5e61,3327.0,5e61,36.0,5e61,5597.0
亮,4eae,1823.0,4eae,36.0,4eae,4042.0
尿,5c3f,1467.0,5c3f,36.0,5c3f,1643.0
奏,594f,7131.0,594f,36.0,594f,18568.0
俗,4fd7,13800.0,4fd7,35.0,4fd7,4554.0
征,5f81,5107.0,5f81,35.0,5f81,6266.0
微,5fae,24741.0,5fae,35.0,5fae,5229.0
耳,8033,32751.0,8033,35.0,8033,3535.0
猫,732b,11651.0,732b,35.0,732b,5288.0
殊,6b8a,15702.0,6b8a,35.0,6b8a,6663.0
糧,7ce7,2962.0,7ce7,35.0,7ce7,1248.0
腎,814e,1350.0,814e,35.0,814e,896.0
惨,60e8,6813.0,60e8,34.0,60e8,1601.0
釜,91dc,3289.0,91dc,34.0,91dc,2724.0
喪,55aa,2623.0,55aa,34.0,55aa,1829.0
陵,9675,2092.0,9675,34.0,9675,4037.0
霊,970a,17176.0,970a,34.0,970a,11841.0
紋,7d0b,8844.0,7d0b,34.0,7d0b,4155.0
曽,66fd,1369.0,66fd,34.0,66fd,3773.0
畠,7560,2605.0,7560,34.0,7560,1611.0
謙,8b19,3598.0,8b19,34.0,8b19,2757.0
阻,963b,1031.0,963b,33.0,963b,3208.0
乾,4e7e,9115.0,4e7e,33.0,4e7e,3405.0
丈,4e08,23206.0,4e08,33.0,4e08,3432.0
礎,790e,3862.0,790e,33.0,790e,5878.0
灰,7070,8504.0,7070,33.0,7070,2788.0
萩,8429,4134.0,8429,33.0,8429,3329.0
磨,78e8,6216.0,78e8,33.0,78e8,3810.0
呈,5448,2485.0,5448,33.0,5448,1845.0
淳,6df3,681.0,6df3,33.0,6df3,4160.0
珠,73e0,5829.0,73e0,33.0,73e0,3333.0
蘇,8607,4290.0,8607,33.0,8607,3599.0
栖,6816,1077.0,6816,33.0,6816,1680.0
塗,5857,8089.0,5857,33.0,5857,4239.0
悔,6094,7602.0,6094,33.0,6094,1312.0
是,662f,22456.0,662f,33.0,662f,1670.0
剥,5265,4814.0,5265,32.0,5265,1513.0
黙,9ed9,28428.0,9ed9,32.0,9ed9,2271.0
哉,54c9,2222.0,54c9,32.0,54c9,3919.0
浄,6d44,5292.0,6d44,32.0,6d44,4565.0
徐,5f90,3839.0,5f90,32.0,5f90,3446.0
鎌,938c,6060.0,938c,32.0,938c,5136.0
霧,9727,8357.0,9727,32.0,9727,3208.0
國,570b,19088.0,570b,32.0,570b,3613.0
慈,6148,6635.0,6148,32.0,6148,2690.0
李,674e,5149.0,674e,32.0,674e,5341.0
蚊,868a,4247.0,868a,32.0,868a,215.0
勲,52f2,1216.0,52f2,32.0,52f2,5701.0
堤,5824,3950.0,5824,31.0,5824,2819.0
洗,6d17,15108.0,6d17,31.0,6d17,4776.0
痴,75f4,4570.0,75f4,31.0,75f4,1358.0
貞,8c9e,8395.0,8c9e,31.0,8c9e,6250.0
玄,7384,18889.0,7384,31.0,7384,4469.0
窃,7a83,1276.0,7a83,31.0,7a83,436.0
餅,9905,5027.0,9905,31.0,9905,910.0
憤,61a4,7175.0,61a4,31.0,61a4,632.0
忘,5fd8,34648.0,5fd8,31.0,5fd8,2913.0
拍,62cd,5926.0,62cd,31.0,62cd,1658.0
幣,5e63,3556.0,5e63,31.0,5e63,2198.0
啓,5553,4002.0,5553,30.0,5553,4761.0
径,5f84,3066.0,5f84,30.0,5f84,4591.0
聯,806f,3445.0,806f,30.0,806f,636.0
葛,845b,3722.0,845b,30.0,845b,3817.0
扇,6247,5042.0,6247,30.0,6247,1974.0
披,62ab,2024.0,62ab,30.0,62ab,5232.0
鉱,9271,3087.0,9271,30.0,9271,5816.0
弥,5f25,11754.0,5f25,30.0,5f25,6966.0
准,51c6,289.0,51c6,30.0,51c6,2478.0
朽,673d,2133.0,673d,30.0,673d,1440.0
嵐,5d50,3698.0,5d50,30.0,5d50,3667.0
泣,6ce3,33431.0,6ce3,30.0,6ce3,2516.0
詞,8a5e,9078.0,8a5e,30.0,8a5e,33057.0
賄,8cc4,907.0,8cc4,30.0,8cc4,840.0
淵,6df5,3976.0,6df5,30.0,6df5,2010.0
笹,7b39,4219.0,7b39,30.0,7b39,2337.0
竄,7ac4,161.0,7ac4,30.0,7ac4,187.0
腫,816b,1766.0,816b,30.0,816b,1843.0
妃,5983,1844.0,5983,30.0,5983,3517.0
騰,9a30,2400.0,9a30,29.0,9a30,755.0
掃,6383,5851.0,6383,29.0,6383,2812.0
彗,5f57,555.0,5f57,29.0,5f57,1045.0
缶,7f36,1221.0,7f36,29.0,7f36,1402.0
裸,88f8,7517.0,88f8,29.0,88f8,1835.0
俣,4fe3,573.0,4fe3,29.0,4fe3,1984.0
吐,5410,11131.0,5410,29.0,5410,1972.0
謹,8b39,2231.0,8b39,29.0,8b39,560.0
隔,9694,6596.0,9694,29.0,9694,4394.0
膜,819c,1398.0,819c,29.0,819c,2944.0
衰,8870,6221.0,8870,28.0,8870,2709.0
菌,83cc,1367.0,83cc,28.0,83cc,5598.0
嬉,5b09,10569.0,5b09,28.0,5b09,656.0
欄,6b04,4248.0,6b04,28.0,6b04,1301.0
喝,559d,2222.0,559d,28.0,559d,512.0
薫,85ab,2560.0,85ab,28.0,85ab,2441.0
累,7d2f,1359.0,7d2f,28.0,7d2f,1641.0
踊,8e0a,11629.0,8e0a,28.0,8e0a,4447.0
泥,6ce5,12605.0,6ce5,28.0,6ce5,2080.0
諾,8afe,2293.0,8afe,28.0,8afe,1193.0
伐,4f10,3240.0,4f10,27.0,4f10,2510.0
腰,8170,27002.0,8170,27.0,8170,2323.0
艇,8247,3860.0,8247,27.0,8247,5635.0
悠,60a0,4226.0,60a0,27.0,60a0,3380.0
捨,6368,19456.0,6368,27.0,6368,3844.0
恩,6069,8837.0,6069,27.0,6069,3603.0
斗,6597,2872.0,6597,27.0,6597,3791.0
遽,907d,988.0,907d,27.0,907d,864.0
匠,5320,8806.0,5320,27.0,5320,3133.0
綿,7dbf,6332.0,7dbf,27.0,7dbf,1811.0
脈,8108,5995.0,8108,27.0,8108,5153.0
聡,8061,1149.0,8061,27.0,8061,2500.0
祀,7940,1458.0,7940,27.0,7940,2453.0
甘,7518,10611.0,7518,27.0,7518,3519.0
豚,8c5a,3505.0,8c5a,27.0,8c5a,1183.0
叩,53e9,11980.0,53e9,27.0,53e9,2099.0
需,9700,1882.0,9700,27.0,9700,2468.0
塔,5854,8485.0,5854,27.0,5854,7200.0
頓,9813,4813.0,9813,27.0,9813,968.0
畜,755c,5143.0,755c,27.0,755c,1755.0
咲,54b2,12140.0,54b2,27.0,54b2,5660.0
摂,6442,2179.0,6442,27.0,6442,3201.0
朴,6734,2789.0,6734,27.0,6734,1089.0
桐,6850,2688.0,6850,27.0,6850,3353.0
潘,6f58,105.0,6f58,26.0,6f58,279.0
筒,7b52,5592.0,7b52,26.0,7b52,4381.0
俸,4ff8,746.0,4ff8,26.0,4ff8,776.0
尚,5c1a,11139.0,5c1a,26.0,5c1a,6023.0
悩,60a9,8451.0,60a9,26.0,60a9,3526.0
吊,540a,3017.0,540a,26.0,540a,1252.0
琢,7422,282.0,7422,26.0,7422,598.0
貯,8caf,2957.0,8caf,26.0,8caf,2858.0
瓶,74f6,5846.0,74f6,26.0,74f6,1793.0
窒,7a92,961.0,7a92,26.0,7a92,951.0
薄,8584,27867.0,8584,26.0,8584,4031.0
械,68b0,8589.0,68b0,25.0,68b0,5828.0
坊,574a,22920.0,574a,25.0,574a,5076.0
奇,5947,24218.0,5947,25.0,5947,8093.0
尼,5c3c,5028.0,5c3c,25.0,5c3c,2395.0
嶽,5dbd,1441.0,5dbd,25.0,5dbd,734.0
囚,56da,3837.0,56da,25.0,56da,1821.0
溝,6e9d,3493.0,6e9d,25.0,6e9d,3011.0
輩,8f29,11713.0,8f29,25.0,8f29,4948.0
潤,6f64,3259.0,6f64,25.0,6f64,2961.0
硫,786b,1045.0,786b,25.0,786b,1846.0
蔭,852d,11299.0,852d,25.0,852d,523.0
卸,5378,1505.0,5378,25.0,5378,966.0
呉,5449,17422.0,5449,25.0,5449,3637.0
鍵,9375,5852.0,9375,25.0,9375,2287.0
憶,61b6,13681.0,61b6,24.0,61b6,4780.0
欽,6b3d,440.0,6b3d,24.0,6b3d,798.0
唐,5510,9693.0,5510,24.0,5510,4960.0
伯,4f2f,14841.0,4f2f,24.0,4f2f,9998.0
麟,9e9f,685.0,9e9f,24.0,9e9f,986.0
鷲,9df2,2434.0,9df2,24.0,9df2,1850.0
麒,9e92,184.0,9e92,24.0,9e92,604.0
堅,5805,8433.0,5805,24.0,5805,2815.0
胎,80ce,1843.0,80ce,24.0,80ce,1216.0
肩,80a9,21593.0,80a9,24.0,80a9,3309.0
稼,7a3c,3698.0,7a3c,24.0,7a3c,3509.0
篤,7be4,2341.0,7be4,24.0,7be4,2403.0
湘,6e58,179.0,6e58,24.0,6e58,2084.0
稚,7a1a,3159.0,7a1a,24.0,7a1a,3984.0
又,53c8,59412.0,53c8,24.0,53c8,4768.0
辛,8f9b,11287.0,8f9b,24.0,8f9b,2537.0
凶,51f6,2085.0,51f6,24.0,51f6,1787.0
勘,52d8,12658.0,52d8,23.0,52d8,2543.0
桑,6851,2893.0,6851,23.0,6851,4394.0
軒,8ed2,17819.0,8ed2,23.0,8ed2,2788.0
悟,609f,11265.0,609f,23.0,609f,4835.0
棒,68d2,14123.0,68d2,23.0,68d2,4147.0
酷,9177,6510.0,9177,23.0,9177,2713.0
顕,9855,5532.0,9855,23.0,9855,4386.0
崇,5d07,3729.0,5d07,22.0,5d07,3488.0
妙,5999,34313.0,5999,22.0,5999,4617.0
如,5982,67096.0,5982,22.0,5982,5530.0
屈,5c48,15106.0,5c48,22.0,5c48,2702.0
佑,4f51,142.0,4f51,22.0,4f51,1921.0
屯,5c6f,807.0,5c6f,22.0,5c6f,2233.0
軟,8edf,1933.0,8edf,22.0,8edf,2579.0
禽,79bd,954.0,79bd,22.0,79bd,156.0
敢,6562,5527.0,6562,22.0,6562,1576.0
遇,9047,9100.0,9047,22.0,9047,3344.0
慢,6162,11998.0,6162,21.0,6162,2229.0
曳,66f3,4236.0,66f3,21.0,66f3,1011.0
羅,7f85,10510.0,7f85,21.0,7f85,6580.0
醸,91b8,986.0,91b8,21.0,91b8,1359.0
靴,9774,8986.0,9774,21.0,9774,1617.0
慣,6163,12334.0,6163,21.0,6163,3164.0
灘,7058,516.0,7058,21.0,7058,1075.0
浙,6d59,121.0,6d59,21.0,6d59,397.0
叫,53eb,24561.0,53eb,21.0,53eb,1949.0
眼,773c,113967.0,773c,21.0,773c,6575.0
墨,58a8,6200.0,58a8,20.0,58a8,1653.0
揃,63c3,7244.0,63c3,20.0,63c3,2037.0
晃,6643,633.0,6643,20.0,6643,3014.0
懐,61d0,14440.0,61d0,20.0,61d0,2446.0
頻,983b,4505.0,983b,20.0,983b,3026.0
姻,59fb,636.0,59fb,20.0,59fb,874.0
髪,9aea,22892.0,9aea,20.0,9aea,7048.0
隼,96bc,1454.0,96bc,20.0,96bc,1839.0
酔,9154,16440.0,9154,20.0,9154,1972.0
諏,8acf,1451.0,8acf,20.0,8acf,2143.0
疲,75b2,13129.0,75b2,20.0,75b2,1263.0
貧,8ca7,15918.0,8ca7,20.0,8ca7,2923.0
句,53e5,27976.0,53e5,20.0,53e5,5160.0
珍,73cd,14130.0,73cd,20.0,73cd,3723.0
辰,8fb0,5009.0,8fb0,20.0,8fb0,3619.0
跳,8df3,5174.0,8df3,20.0,8df3,1943.0
偏,504f,3133.0,504f,20.0,504f,2305.0
罷,7f77,1653.0,7f77,20.0,7f77,392.0
穏,7a4f,4752.0,7a4f,20.0,7a4f,1657.0
匹,5339,7104.0,5339,20.0,5339,2254.0
蒲,84b2,7350.0,84b2,20.0,84b2,3664.0
蓄,84c4,3159.0,84c4,20.0,84c4,1916.0
耕,8015,3596.0,8015,20.0,8015,3435.0
舟,821f,13488.0,821f,20.0,821f,2794.0
麦,9ea6,7097.0,9ea6,19.0,9ea6,2468.0
洞,6d1e,6345.0,6d1e,19.0,6d1e,5186.0
軸,8ef8,2047.0,8ef8,19.0,8ef8,5234.0
辱,8fb1,5150.0,8fb1,19.0,8fb1,1321.0
辯,8faf,1360.0,8faf,19.0,8faf,78.0
孤,5b64,7175.0,5b64,19.0,5b64,3046.0
胴,80f4,4158.0,80f4,19.0,80f4,1824.0
膨,81a8,2093.0,81a8,19.0,81a8,1628.0
培,57f9,1100.0,57f9,19.0,57f9,3608.0
随,968f,13353.0,968f,19.0,968f,3673.0
肢,80a2,1355.0,80a2,19.0,80a2,1943.0
釧,91e7,312.0,91e7,19.0,91e7,740.0
眞,771e,11708.0,771e,19.0,771e,1900.0
柴,67f4,3582.0,67f4,19.0,67f4,4129.0
匿,533f,1364.0,533f,19.0,533f,969.0
恨,6068,6860.0,6068,19.0,6068,1054.0
溶,6eb6,3042.0,6eb6,19.0,6eb6,4095.0
暦,66a6,3408.0,66a6,19.0,66a6,6903.0
冒,5192,4160.0,5192,19.0,5192,6431.0
荘,8358,7053.0,8358,19.0,8358,4913.0
芦,82a6,678.0,82a6,19.0,82a6,2090.0
笛,7b1b,7732.0,7b1b,18.0,7b1b,1627.0
恭,606d,2675.0,606d,18.0,606d,2873.0
腐,8150,7064.0,8150,18.0,8150,2010.0
勉,52c9,8517.0,52c9,18.0,52c9,2992.0
隙,9699,7085.0,9699,18.0,9699,1582.0
哀,54c0,14501.0,54c0,18.0,54c0,1473.0
劣,52a3,6316.0,52a3,18.0,52a3,2689.0
髄,9ac4,2051.0,9ac4,18.0,9ac4,1709.0
怠,6020,4269.0,6020,18.0,6020,580.0
忌,5fcc,5032.0,5fcc,18.0,5fcc,1749.0
諮,8aee,239.0,8aee,18.0,8aee,585.0
甚,751a,16402.0,751a,18.0,751a,1196.0
棚,68da,7983.0,68da,18.0,68da,1777.0
湿,6e7f,3281.0,6e7f,18.0,6e7f,2071.0
潔,6f54,5792.0,6f54,18.0,6f54,1496.0
彫,5f6b,6852.0,5f6b,18.0,5f6b,2684.0
劾,52be,151.0,52be,18.0,52be,230.0
墓,5893,12034.0,5893,18.0,5893,6394.0
沸,6cb8,2555.0,6cb8,18.0,6cb8,635.0
此,6b64,83599.0,6b64,18.0,6b64,488.0
芥,82a5,3923.0,82a5,18.0,82a5,762.0
盧,76e7,386.0,76e7,18.0,76e7,416.0
舘,8218,58.0,8218,18.0,8218,1109.0
臭,81ed,9035.0,81ed,18.0,81ed,1470.0
涯,6daf,8219.0,6daf,17.0,6daf,6104.0
舶,8236,875.0,8236,17.0,8236,1921.0
伺,4f3a,5499.0,4f3a,17.0,4f3a,408.0
壇,58c7,9085.0,58c7,17.0,58c7,2112.0
砕,7815,3615.0,7815,17.0,7815,1588.0
稔,7a14,144.0,7a14,17.0,7a14,1251.0
晶,6676,3727.0,6676,17.0,6676,4460.0
貿,8cbf,1421.0,8cbf,17.0,8cbf,3300.0
麗,9e97,12916.0,9e97,17.0,9e97,4885.0
鷹,9df9,3421.0,9df9,17.0,9df9,3708.0
菜,83dc,6678.0,83dc,17.0,83dc,7675.0
睡,7761,5977.0,7761,17.0,7761,1031.0
鐘,9418,6471.0,9418,17.0,9418,2046.0
彬,5f6c,849.0,5f6c,17.0,5f6c,597.0
蘭,862d,9772.0,862d,17.0,862d,3815.0
狂,72c2,20539.0,72c2,17.0,72c2,3745.0
巣,5de3,6591.0,5de3,17.0,5de3,3783.0
渦,6e26,3768.0,6e26,17.0,6e26,774.0
弓,5f13,6311.0,5f13,17.0,5f13,3582.0
串,4e32,1039.0,4e32,17.0,4e32,1163.0
雰,96f0,2135.0,96f0,17.0,96f0,1734.0
崖,5d16,6077.0,5d16,17.0,5d16,1245.0
踪,8e2a,699.0,8e2a,17.0,8e2a,908.0
汽,6c7d,12690.0,6c7d,17.0,6c7d,1337.0
壌,58cc,456.0,58cc,17.0,58cc,1397.0
淡,6de1,7402.0,6de1,16.0,6de1,3361.0
隷,96b7,2438.0,96b7,16.0,96b7,3433.0
尋,5c0b,15384.0,5c0b,16.0,5c0b,4751.0
但,4f46,3538.0,4f46,16.0,4f46,1871.0
播,64ad,2308.0,64ad,16.0,64ad,1730.0
醍,918d,924.0,918d,16.0,918d,588.0
喚,559a,4310.0,559a,16.0,559a,2053.0
磯,78ef,4128.0,78ef,16.0,78ef,2961.0
諫,8aeb,1082.0,8aeb,16.0,8aeb,656.0
貼,8cbc,2810.0,8cbc,16.0,8cbc,1347.0
嘘,5618,9827.0,5618,16.0,5618,1498.0
媒,5a92,2039.0,5a92,16.0,5a92,2663.0
斐,6590,6622.0,6590,16.0,6590,3332.0
晩,6669,33927.0,6669,16.0,6669,3315.0
譜,8b5c,1812.0,8b5c,16.0,8b5c,5487.0
怖,6016,19683.0,6016,16.0,6016,3450.0
稽,7a3d,7984.0,7a3d,16.0,7a3d,1161.0
蛇,86c7,8926.0,86c7,16.0,86c7,2163.0
鍋,934b,3950.0,934b,16.0,934b,1811.0
紳,7d33,6506.0,7d33,16.0,7d33,1192.0
剰,5270,1097.0,5270,16.0,5270,1620.0
梁,6881,3112.0,6881,16.0,6881,3772.0
巳,5df3,1926.0,5df3,16.0,5df3,1941.0
楢,6962,1042.0,6962,16.0,6962,431.0
醐,9190,913.0,9190,16.0,9190,600.0
尉,5c09,5373.0,5c09,15.0,5c09,4318.0
萬,842c,5565.0,842c,15.0,842c,1334.0
椅,6905,11535.0,6905,15.0,6905,1364.0
拾,62fe,9166.0,62fe,15.0,62fe,1700.0
魅,9b45,5302.0,9b45,15.0,9b45,2588.0
骸,9ab8,9260.0,9ab8,15.0,9ab8,1061.0
享,4eab,3384.0,4eab,15.0,4eab,3974.0
奮,596e,8625.0,596e,15.0,596e,1747.0
刈,5208,3445.0,5208,15.0,5208,1867.0
賊,8cca,8165.0,8cca,15.0,8cca,3386.0
謎,8b0e,3576.0,8b0e,15.0,8b0e,4255.0
附,9644,28463.0,9644,15.0,9644,6001.0
俺,4ffa,38527.0,4ffa,15.0,4ffa,3122.0
乃,4e43,9048.0,4e43,15.0,4e43,8049.0
蒸,84b8,5082.0,84b8,15.0,84b8,3385.0
淑,6dd1,1240.0,6dd1,15.0,6dd1,1124.0
逸,9038,7210.0,9038,15.0,9038,2798.0
紗,7d17,1712.0,7d17,15.0,7d17,2497.0
籠,7c60,20776.0,7c60,15.0,7c60,2078.0
憂,6182,8261.0,6182,15.0,6182,1151.0
懇,61c7,3491.0,61c7,15.0,61c7,1049.0
栽,683d,1457.0,683d,15.0,683d,2828.0
昔,6614,30399.0,6614,14.0,6614,2976.0
鼻,9f3b,22116.0,9f3b,14.0,9f3b,2645.0
餓,9913,2748.0,9913,14.0,9913,893.0
來,4f86,57984.0,4f86,14.0,4f86,479.0
泡,6ce1,3105.0,6ce1,14.0,6ce1,883.0
沙,6c99,7819.0,6c99,14.0,6c99,5745.0
宛,5b9b,5454.0,5b9b,14.0,5b9b,1063.0
瘍,760d,287.0,760d,14.0,760d,1075.0
摯,646f,427.0,646f,14.0,646f,149.0
膚,819a,4363.0,819a,14.0,819a,1465.0
翔,7fd4,1088.0,7fd4,14.0,7fd4,4362.0
亨,4ea8,352.0,4ea8,14.0,4ea8,727.0
俵,4ff5,2506.0,4ff5,14.0,4ff5,1130.0
絆,7d46,1163.0,7d46,14.0,7d46,1264.0
閥,95a5,1045.0,95a5,14.0,95a5,1485.0
帽,5e3d,11173.0,5e3d,14.0,5e3d,1992.0
椎,690e,1674.0,690e,14.0,690e,2691.0
棺,68fa,2818.0,68fa,14.0,68fa,721.0
岬,5cac,1501.0,5cac,14.0,5cac,1725.0
梶,68b6,2224.0,68b6,14.0,68b6,1840.0
錠,9320,2637.0,9320,14.0,9320,840.0
鐵,9435,2210.0,9435,14.0,9435,1098.0
猿,733f,8753.0,733f,14.0,733f,3036.0
班,73ed,1528.0,73ed,14.0,73ed,2709.0
杏,674f,1924.0,674f,14.0,674f,2410.0
祷,7977,2453.0,7977,14.0,7977,488.0
猪,732a,4081.0,732a,14.0,732a,2330.0
柵,67f5,2101.0,67f5,14.0,67f5,502.0
渕,6e15,88.0,6e15,13.0,6e15,1510.0
渓,6e13,3199.0,6e13,13.0,6e13,2516.0
脆,8106,999.0,8106,13.0,8106,584.0
蔽,853d,3072.0,853d,13.0,853d,590.0
脂,8102,3385.0,8102,13.0,8102,2497.0
僅,50c5,7463.0,50c5,13.0,50c5,1352.0
偶,5076,9956.0,5076,13.0,5076,3138.0
嘱,5631,473.0,5631,13.0,5631,821.0
幻,5e7b,7613.0,5e7b,13.0,5e7b,5663.0
剣,5263,13691.0,5263,13.0,5263,11458.0
弊,5f0a,1990.0,5f0a,13.0,5f0a,501.0
弔,5f14,1015.0,5f14,13.0,5f14,472.0
糖,7cd6,2794.0,7cd6,13.0,7cd6,3078.0
邪,90aa,13872.0,90aa,13.0,90aa,3178.0
濫,6feb,1480.0,6feb,13.0,6feb,580.0
迭,8fed,173.0,8fed,13.0,8fed,256.0
牽,727d,1429.0,727d,13.0,727d,1668.0
竿,7aff,2916.0,7aff,13.0,7aff,304.0
鉾,927e,707.0,927e,13.0,927e,509.0
謡,8b21,3301.0,8b21,13.0,8b21,3152.0
秩,79e9,3322.0,79e9,13.0,79e9,2209.0
牟,725f,604.0,725f,13.0,725f,1426.0
杜,675c,1847.0,675c,13.0,675c,1545.0
曇,66c7,6001.0,66c7,13.0,66c7,848.0
捧,6367,2944.0,6367,13.0,6367,1349.0
敦,6566,1635.0,6566,13.0,6566,3015.0
碑,7891,2760.0,7891,13.0,7891,3824.0
硝,785d,5362.0,785d,13.0,785d,599.0
坪,576a,2828.0,576a,13.0,576a,2389.0
奉,5949,17036.0,5949,13.0,5949,5956.0
莉,8389,155.0,8389,13.0,8389,2025.0
妥,59a5,1620.0,59a5,13.0,59a5,963.0
冨,51a8,220.0,51a8,12.0,51a8,1328.0
騙,9a19,1533.0,9a19,12.0,9a19,888.0
宰,5bb0,2990.0,5bb0,12.0,5bb0,2834.0
樋,6a0b,1076.0,6a0b,12.0,6a0b,1621.0
只,53ea,8609.0,53ea,12.0,53ea,658.0
諒,8ad2,834.0,8ad2,12.0,8ad2,401.0
后,540e,2483.0,540e,12.0,540e,2871.0
曝,66dd,1578.0,66dd,12.0,66dd,301.0
獨,7368,3794.0,7368,12.0,7368,216.0
晦,6666,1478.0,6666,12.0,6666,452.0
曹,66f9,6652.0,66f9,12.0,66f9,3523.0
机,673a,11056.0,673a,12.0,673a,497.0
枢,67a2,598.0,67a2,12.0,67a2,1803.0
枕,6795,10101.0,6795,12.0,6795,919.0
綬,7dac,127.0,7dac,12.0,7dac,1238.0
罹,7f79,1701.0,7f79,12.0,7f79,499.0
粘,7c98,1541.0,7c98,12.0,7c98,1635.0
扉,6249,11473.0,6249,12.0,6249,3031.0
寸,5bf8,21359.0,5bf8,12.0,5bf8,2047.0
輿,8f3f,2341.0,8f3f,12.0,8f3f,950.0
雌,96cc,1733.0,96cc,12.0,96cc,1205.0
殆,6b86,13780.0,6b86,12.0,6b86,1099.0
宜,5b9c,13570.0,5b9c,12.0,5b9c,2037.0
寂,5bc2,12757.0,5bc2,12.0,5bc2,816.0
寮,5bee,2586.0,5bee,12.0,5bee,2420.0
倖,5016,798.0,5016,12.0,5016,185.0
賑,8cd1,4358.0,8cd1,12.0,8cd1,598.0
姦,59e6,977.0,59e6,11.0,59e6,1124.0
遼,907c,620.0,907c,11.0,907c,1492.0
瓦,74e6,6245.0,74e6,11.0,74e6,2148.0
嘔,5614,581.0,5614,11.0,5614,242.0
伎,4f0e,2363.0,4f0e,11.0,4f0e,1636.0
酎,914e,659.0,914e,11.0,914e,248.0
麓,9e93,3184.0,9e93,11.0,9e93,1457.0
召,53ec,12052.0,53ec,11.0,53ec,3369.0
洩,6d29,5629.0,6d29,11.0,6d29,302.0
堺,583a,1215.0,583a,11.0,583a,2108.0
炉,7089,5570.0,7089,11.0,7089,1993.0
廊,5eca,12241.0,5eca,11.0,5eca,1625.0
漠,6f20,4177.0,6f20,11.0,6f20,1441.0
紘,7d18,103.0,7d18,11.0,7d18,867.0
絹,7d79,6748.0,7d79,11.0,7d79,1180.0
褒,8912,3181.0,8912,11.0,8912,1210.0
叶,53f6,1812.0,53f6,11.0,53f6,1387.0
倶,5036,2156.0,5036,11.0,5036,2493.0
胆,80c6,7074.0,80c6,11.0,80c6,1315.0
嶺,5dba,1923.0,5dba,11.0,5dba,1762.0
蓮,84ee,6202.0,84ee,11.0,84ee,4673.0
淀,6dc0,1737.0,6dc0,11.0,6dc0,1741.0
氾,6c3e,480.0,6c3e,11.0,6c3e,420.0
冊,518a,5226.0,518a,11.0,518a,5029.0
讃,8b83,3809.0,8b83,11.0,8b83,1804.0
厘,5398,1203.0,5398,11.0,5398,159.0
祇,7947,1398.0,7947,11.0,7947,1045.0
貝,8c9d,5571.0,8c9d,11.0,8c9d,2990.0
熟,719f,7428.0,719f,11.0,719f,3430.0
卵,5375,3891.0,5375,11.0,5375,3776.0
噛,565b,6974.0,565b,11.0,565b,977.0
賂,8cc2,406.0,8cc2,11.0,8cc2,229.0
偵,5075,10282.0,5075,10.0,5075,6682.0
穫,7a6b,1401.0,7a6b,10.0,7a6b,769.0
釣,91e3,12556.0,91e3,10.0,91e3,2742.0
荻,837b,1150.0,837b,10.0,837b,1473.0
鴨,9d28,3749.0,9d28,10.0,9d28,1715.0
垂,5782,10111.0,5782,10.0,5782,2749.0
醤,91a4,1259.0,91a4,10.0,91a4,816.0
拿,62ff,91.0,62ff,10.0,62ff,158.0
栓,6813,860.0,6813,10.0,6813,501.0
萱,8431,1133.0,8431,10.0,8431,446.0
腺,817a,370.0,817a,10.0,817a,1088.0
凡,51e1,14559.0,51e1,10.0,51e1,3073.0
學,5b78,17887.0,5b78,10.0,5b78,2050.0
樽,6a3d,2997.0,6a3d,10.0,6a3d,1594.0
郁,90c1,1129.0,90c1,10.0,90c1,1634.0
繊,7e4a,1507.0,7e4a,10.0,7e4a,1903.0
虞,865e,725.0,865e,10.0,865e,277.0
嘗,5617,4082.0,5617,10.0,5617,253.0
瞳,77b3,3632.0,77b3,10.0,77b3,2063.0
礁,7901,719.0,7901,10.0,7901,1246.0
卿,537f,6361.0,537f,10.0,537f,3206.0
柚,67da,602.0,67da,10.0,67da,921.0
炊,708a,2701.0,708a,10.0,708a,560.0
